date,crop_type,growth_stage,temp_max,temp_min,humidity,wind_speed,solar_radiation,rainfall,soil_type,soil_moisture,field_area_ha,irrigation_method,water_need_mm
2023-07-18,citrus,initial,46.3,32.0,40.2,3.8,28.3,0.0,silt,13.0,31.6,center_pivot,1.14
2023-07-19,citrus,initial,40.9,26.8,45.0,1.5,31.6,0.0,silt,13.0,31.6,center_pivot,0.7
2023-07-20,citrus,initial,44.4,30.4,38.9,7.7,28.8,0.0,silt,13.0,31.6,center_pivot,1.34
2023-07-21,citrus,initial,40.2,27.0,45.7,0.7,25.4,0.0,silt,13.0,31.6,center_pivot,0.52
2023-07-22,citrus,initial,39.9,31.5,29.2,2.4,31.9,0.0,silt,13.0,31.6,center_pivot,0.91
2023-07-23,citrus,initial,39.2,30.6,35.6,3.7,26.7,0.0,silt,13.0,31.6,center_pivot,0.88
2023-07-24,citrus,initial,41.9,26.7,34.9,1.2,24.4,0.0,silt,13.0,31.6,center_pivot,0.73
2023-07-25,citrus,initial,33.6,17.8,36.6,6.6,25.5,0.0,silt,13.0,31.6,center_pivot,1.06
2023-07-26,citrus,initial,42.6,27.8,27.4,1.7,24.9,0.0,silt,13.0,31.6,center_pivot,0.73
2023-07-27,citrus,initial,36.9,26.3,49.1,4.6,27.4,0.0,silt,13.0,31.6,center_pivot,0.87
2023-07-28,citrus,initial,40.7,29.9,27.3,3.3,24.4,0.0,silt,13.0,31.6,center_pivot,0.76
2023-07-29,citrus,initial,41.6,30.4,24.2,5.6,24.5,0.0,silt,13.0,31.6,center_pivot,1.24
2023-07-30,citrus,initial,37.3,27.3,51.6,3.9,29.7,0.0,silt,13.0,31.6,center_pivot,0.78
2023-07-31,citrus,initial,36.9,28.3,52.4,3.8,31.7,5.0,silt,13.5,31.6,center_pivot,0.0
2023-08-01,citrus,initial,45.5,30.6,42.4,0.7,28.0,0.0,silt,13.0,31.6,center_pivot,0.64
2023-08-02,citrus,initial,38.6,24.0,25.6,1.9,21.6,0.0,silt,13.0,31.6,center_pivot,0.79
2023-08-03,citrus,initial,33.8,22.5,33.3,2.3,32.0,0.0,silt,13.0,31.6,center_pivot,0.76
2023-08-04,citrus,initial,34.7,19.4,30.7,1.9,27.1,0.0,silt,13.0,31.6,center_pivot,0.7
2023-08-05,citrus,development,38.9,28.9,27.0,0.3,27.3,0.0,silt,13.0,31.6,center_pivot,0.57
2023-08-06,citrus,development,43.6,32.0,35.9,2.2,26.4,0.0,silt,13.0,31.6,center_pivot,0.81
2023-08-07,citrus,development,32.7,19.4,42.2,2.4,26.1,0.0,silt,13.0,31.6,center_pivot,0.65
2023-08-08,citrus,development,36.5,25.9,47.6,2.8,25.7,0.0,silt,13.0,31.6,center_pivot,0.72
2023-08-09,citrus,development,37.9,29.4,24.6,2.2,27.1,0.0,silt,13.0,31.6,center_pivot,0.89
2023-08-10,citrus,development,40.9,27.7,45.2,8.9,23.6,0.0,silt,13.0,31.6,center_pivot,1.12
2023-08-11,citrus,development,41.2,32.0,48.4,0.8,29.0,0.0,silt,13.0,31.6,center_pivot,0.64
2023-08-12,citrus,development,41.6,31.3,29.1,1.9,26.8,0.0,silt,13.0,31.6,center_pivot,0.91
2023-08-13,citrus,development,42.2,32.0,30.1,4.0,24.8,0.0,silt,13.0,31.6,center_pivot,1.1
2023-08-14,citrus,development,36.1,25.0,59.1,1.7,23.9,0.0,silt,13.0,31.6,center_pivot,0.54
2023-08-15,citrus,development,37.0,27.0,46.6,3.7,25.2,0.0,silt,13.0,31.6,center_pivot,0.81
2023-08-16,citrus,development,40.4,27.3,29.8,1.9,27.5,0.0,silt,13.0,31.6,center_pivot,0.84
2023-08-17,citrus,development,37.2,22.0,43.0,3.0,26.0,0.0,silt,13.0,31.6,center_pivot,0.74
2023-08-18,citrus,development,38.9,28.9,39.7,2.4,29.2,0.0,silt,13.0,31.6,center_pivot,0.87
2023-08-19,citrus,development,36.3,25.3,43.9,1.2,30.6,0.0,silt,13.0,31.6,center_pivot,0.75
2023-08-20,citrus,development,45.5,32.0,24.2,1.4,20.0,0.0,silt,13.0,31.6,center_pivot,0.57
2023-08-21,citrus,development,35.2,19.3,33.3,4.2,20.4,0.0,silt,13.0,31.6,center_pivot,0.72
2023-08-22,citrus,development,36.7,25.1,34.0,1.2,31.1,0.0,silt,13.0,31.6,center_pivot,0.74
2023-08-23,citrus,development,39.9,25.3,41.2,3.3,25.5,0.0,silt,13.0,31.6,center_pivot,0.85
2023-08-24,citrus,development,39.3,26.1,42.6,2.6,24.9,0.0,silt,13.0,31.6,center_pivot,0.83
2023-08-25,citrus,development,33.1,24.6,49.6,1.0,21.8,0.0,silt,13.0,31.6,center_pivot,0.47
2023-08-26,citrus,development,33.5,22.9,43.8,1.7,26.4,0.0,silt,13.0,31.6,center_pivot,0.66
2023-08-27,citrus,development,38.5,25.2,38.1,1.9,20.8,0.0,silt,13.0,31.6,center_pivot,0.62
2023-08-28,citrus,development,39.9,29.1,42.0,1.0,24.1,0.0,silt,13.0,31.6,center_pivot,0.6
2023-08-29,citrus,development,40.3,27.1,32.3,3.2,21.6,0.0,silt,13.0,31.6,center_pivot,0.86
2023-08-30,citrus,development,32.0,18.1,37.7,2.5,24.0,0.0,silt,13.0,31.6,center_pivot,0.54
2023-08-31,citrus,development,36.1,24.7,31.9,1.2,20.3,0.0,silt,13.0,31.6,center_pivot,0.5
2023-09-01,citrus,development,40.0,25.3,42.8,6.6,27.9,0.0,silt,13.0,31.6,center_pivot,1.17
2023-09-02,citrus,development,32.6,23.9,46.5,0.9,26.3,0.2,silt,13.0,31.6,center_pivot,0.37
2023-09-03,citrus,development,37.8,28.6,28.6,3.1,14.0,0.0,silt,13.0,31.6,center_pivot,0.64
2023-09-04,citrus,development,34.3,25.5,24.1,1.2,27.0,0.0,silt,13.0,31.6,center_pivot,0.61
2023-09-05,citrus,development,34.1,21.2,63.2,0.8,12.8,8.1,silt,14.8,31.6,center_pivot,0.0
2023-09-06,citrus,development,36.5,26.8,41.3,0.8,23.7,0.0,silt,14.3,31.6,center_pivot,0.59
2023-09-07,citrus,development,33.6,19.5,59.4,3.2,25.2,0.0,silt,13.4,31.6,center_pivot,0.6
2023-09-08,citrus,development,37.1,23.7,58.6,2.4,13.7,23.2,silt,18.2,31.6,center_pivot,0.0
2023-09-09,citrus,development,35.6,25.2,53.7,0.9,19.8,0.0,silt,16.3,31.6,center_pivot,0.56
2023-09-10,citrus,development,33.9,25.1,45.5,2.3,19.9,0.0,silt,14.2,31.6,center_pivot,0.6
2023-09-11,citrus,development,31.0,20.8,50.8,3.3,18.7,0.0,silt,13.0,31.6,center_pivot,0.55
2023-09-12,citrus,development,25.8,10.0,54.7,1.5,19.2,0.0,silt,13.0,31.6,center_pivot,0.39
2023-09-13,citrus,development,31.6,19.7,39.8,0.3,21.9,0.0,silt,13.0,31.6,center_pivot,0.46
2023-09-14,citrus,development,30.3,17.0,53.3,4.2,21.5,0.0,silt,13.0,31.6,center_pivot,0.63
2023-09-15,citrus,development,32.2,20.5,49.1,1.6,22.1,0.0,silt,13.0,31.6,center_pivot,0.54
2023-09-16,citrus,development,31.6,17.4,62.4,1.7,17.2,0.0,silt,13.0,31.6,center_pivot,0.37
2023-09-17,citrus,development,33.0,21.0,38.2,2.6,25.2,0.0,silt,13.0,31.6,center_pivot,0.71
2023-09-18,citrus,development,27.9,13.3,48.6,2.0,19.2,0.0,silt,13.0,31.6,center_pivot,0.38
2023-09-19,citrus,development,35.0,26.2,38.9,2.7,23.0,0.0,silt,13.0,31.6,center_pivot,0.82
2023-09-20,citrus,development,31.3,17.4,62.6,1.3,21.0,0.0,silt,13.0,31.6,center_pivot,0.49
2023-09-21,citrus,development,32.9,21.4,73.1,2.7,10.6,13.3,silt,14.9,31.6,center_pivot,0.0
2023-09-22,citrus,development,30.8,16.1,53.4,3.6,22.2,0.0,silt,13.0,31.6,center_pivot,0.62
2023-09-23,citrus,development,31.1,22.8,61.7,1.8,21.2,0.0,silt,13.0,31.6,center_pivot,0.44
2023-09-24,citrus,development,32.0,18.1,80.9,1.1,8.2,8.6,silt,13.3,31.6,center_pivot,0.0
2023-09-25,citrus,development,31.5,16.3,39.5,1.0,18.7,0.0,silt,13.0,31.6,center_pivot,0.48
2023-09-26,citrus,development,30.2,16.0,63.5,3.1,20.0,0.0,silt,13.0,31.6,center_pivot,0.45
2023-09-27,citrus,development,32.0,17.2,74.1,1.1,10.9,13.0,silt,14.9,31.6,center_pivot,0.0
2023-09-28,citrus,development,27.5,11.7,51.2,3.2,14.4,0.0,silt,13.0,31.6,center_pivot,0.41
2023-09-29,citrus,development,31.0,18.6,57.7,2.6,15.4,9.7,silt,13.9,31.6,center_pivot,0.0
2023-09-30,citrus,development,30.6,18.9,60.8,1.2,19.8,0.0,silt,13.0,31.6,center_pivot,0.39
2023-10-01,citrus,development,28.7,20.0,51.9,1.6,13.8,0.0,silt,13.0,31.6,center_pivot,0.35
2023-10-02,citrus,development,27.1,18.0,64.4,2.9,13.2,5.5,silt,13.0,31.6,center_pivot,0.0
2023-10-03,citrus,development,24.6,9.6,41.4,4.1,27.4,0.0,silt,13.0,31.6,center_pivot,0.57
2023-10-04,citrus,development,30.3,15.9,47.1,2.5,22.9,0.0,silt,13.0,31.6,center_pivot,0.55
2023-10-05,citrus,development,34.6,18.9,83.7,5.4,17.0,8.6,silt,13.1,31.6,center_pivot,0.0
2023-10-06,citrus,development,29.1,14.4,40.4,5.5,17.3,0.0,silt,13.0,31.6,center_pivot,0.68
2023-10-07,citrus,development,30.6,16.6,67.6,4.2,18.1,0.0,silt,13.0,31.6,center_pivot,0.4
2023-10-08,citrus,development,25.2,14.0,54.5,5.4,13.8,0.0,silt,13.0,31.6,center_pivot,0.42
2022-03-11,rice,initial,19.1,9.0,70.6,2.1,17.2,0.0,clay,38.3,0.3,drip,4.64
2022-03-12,rice,initial,22.3,12.4,82.6,0.8,6.8,0.0,clay,36.6,0.3,drip,1.35
2022-03-13,rice,initial,20.7,7.7,66.3,2.5,15.2,0.0,clay,34.4,0.3,drip,3.53
2022-03-14,rice,initial,19.0,7.8,65.9,2.1,19.8,0.0,clay,32.1,0.3,drip,5.02
2022-03-15,rice,initial,22.5,11.2,76.0,4.0,11.0,0.0,clay,29.9,0.3,drip,2.83
2022-03-16,rice,initial,21.9,13.6,50.6,3.9,10.5,0.0,clay,28.6,0.3,drip,3.57
2022-03-17,rice,initial,25.6,14.3,66.4,0.5,18.3,4.5,clay,27.5,0.3,drip,0.0
2022-03-18,rice,initial,18.6,4.4,54.7,5.0,9.7,0.0,clay,26.2,0.3,drip,1.84
2022-03-19,rice,initial,22.4,10.3,64.7,2.1,22.9,0.0,clay,23.8,0.3,drip,1.32
2022-03-20,rice,initial,21.7,7.1,58.6,2.2,17.3,0.0,clay,22.5,0.3,drip,0.5
2022-03-21,rice,initial,18.7,8.2,45.8,3.9,16.9,3.0,clay,22.3,0.3,drip,0.0
2022-03-22,rice,initial,27.3,13.4,79.7,1.5,13.9,0.0,clay,20.5,0.3,drip,0.41
2022-03-23,rice,initial,23.9,8.1,51.6,2.4,14.6,0.0,clay,20.0,0.3,drip,0.49
2022-03-24,rice,initial,25.3,16.5,51.7,5.1,14.9,3.5,clay,20.0,0.3,drip,0.0
2022-03-25,rice,initial,30.6,20.9,68.8,3.8,18.6,0.7,clay,20.0,0.3,drip,0.0
2022-03-26,rice,initial,26.4,11.1,68.1,1.4,17.4,0.0,clay,20.0,0.3,drip,0.49
2022-03-27,rice,initial,21.9,13.8,42.1,4.3,13.7,0.0,clay,20.0,0.3,drip,0.68
2022-03-28,rice,initial,19.5,8.9,54.5,4.3,17.0,0.0,clay,20.0,0.3,drip,0.54
2022-03-29,rice,initial,27.1,14.1,59.8,1.3,12.9,0.0,clay,20.0,0.3,drip,0.41
2022-03-30,rice,initial,23.1,14.6,54.7,2.9,15.1,0.0,clay,20.0,0.3,drip,0.62
2022-03-31,rice,initial,28.8,18.6,52.2,1.3,18.3,0.0,clay,20.0,0.3,drip,0.69
2022-04-01,rice,development,25.2,15.5,42.5,6.0,14.3,0.0,clay,20.0,0.3,drip,0.98
2022-04-02,rice,development,26.2,10.6,51.2,4.2,18.5,0.0,clay,20.0,0.3,drip,0.72
2022-04-03,rice,development,26.1,12.5,59.9,4.0,13.5,0.0,clay,20.0,0.3,drip,0.57
2022-04-04,rice,development,20.8,5.3,44.2,4.0,15.3,0.0,clay,20.0,0.3,drip,0.62
2022-04-05,rice,development,27.5,16.8,61.1,0.6,19.4,0.0,clay,20.0,0.3,drip,0.57
2022-04-06,rice,development,29.4,14.2,64.8,6.2,9.8,0.0,clay,20.0,0.3,drip,0.59
2022-04-07,rice,development,23.4,13.6,45.2,3.0,17.0,0.0,clay,20.0,0.3,drip,0.75
2022-04-08,rice,development,29.8,15.7,49.6,3.6,17.3,0.0,clay,20.0,0.3,drip,0.86
2022-04-09,rice,development,24.2,10.7,58.3,2.0,11.6,0.0,clay,20.0,0.3,drip,0.42
2022-04-10,rice,development,29.0,14.7,66.9,1.5,17.1,0.0,clay,20.0,0.3,drip,0.66
2022-04-11,rice,development,30.6,18.1,69.3,2.4,21.0,0.0,clay,20.0,0.3,drip,0.62
2022-04-12,rice,development,27.7,16.5,64.3,2.8,16.8,2.9,clay,20.0,0.3,drip,0.0
2022-04-13,rice,development,26.6,13.2,54.8,2.6,18.5,0.0,clay,20.0,0.3,drip,0.79
2022-04-14,rice,development,31.0,19.2,71.8,7.5,18.5,0.2,clay,20.0,0.3,drip,0.64
2022-04-15,rice,development,32.7,23.1,60.6,1.0,17.7,2.0,clay,20.0,0.3,drip,0.0
2022-04-16,rice,development,29.3,19.6,69.0,1.0,6.7,9.5,clay,21.6,0.3,drip,0.0
2022-04-17,rice,development,33.9,20.4,70.8,4.1,23.4,0.0,clay,20.0,0.3,drip,0.83
2022-04-18,rice,development,32.8,18.3,72.2,3.3,14.5,9.3,clay,20.4,0.3,drip,0.0
2022-04-19,rice,development,31.1,21.1,41.9,1.9,20.4,0.0,clay,20.0,0.3,drip,0.72
2022-04-20,rice,development,25.2,10.0,47.8,5.7,22.3,0.0,clay,20.0,0.3,drip,0.91
2022-04-21,rice,development,30.6,19.4,57.3,3.9,17.9,0.0,clay,20.0,0.3,drip,0.77
2022-04-22,rice,development,29.8,19.2,48.9,2.7,15.6,0.0,clay,20.0,0.3,drip,0.79
2022-04-23,rice,development,25.7,12.8,76.5,2.6,12.0,17.4,clay,24.7,0.3,drip,0.0
2022-04-24,rice,development,31.8,22.4,63.4,4.6,13.4,18.7,clay,28.9,0.3,drip,0.0
2022-04-25,rice,development,30.1,21.4,62.4,2.9,20.7,0.0,clay,28.4,0.3,drip,5.11
2022-04-26,rice,development,37.0,27.1,20.7,3.2,17.7,0.0,clay,26.4,0.3,drip,5.83
2022-04-27,rice,development,35.2,19.4,58.7,3.5,20.3,1.5,clay,26.2,0.3,drip,2.4
2022-04-28,rice,development,33.3,19.6,28.6,4.2,17.8,0.0,clay,23.9,0.3,drip,2.12
2022-04-29,rice,development,31.3,18.7,33.0,1.6,24.4,0.0,clay,23.1,0.3,drip,0.92
2022-04-30,rice,development,33.6,18.9,47.5,7.0,21.2,0.0,clay,20.8,0.3,drip,1.49
2022-05-01,rice,development,25.3,9.3,43.8,5.2,25.9,0.0,clay,20.0,0.3,drip,1.08
2022-05-02,rice,development,32.0,23.5,58.6,8.3,21.0,0.0,clay,20.0,0.3,drip,1.05
2022-05-03,rice,development,29.7,17.7,42.7,1.3,19.8,0.0,clay,20.0,0.3,drip,0.73
2022-05-04,rice,development,36.5,26.1,57.2,4.1,21.9,0.0,clay,20.0,0.3,drip,0.91
2022-05-05,rice,development,36.1,25.9,41.6,5.6,22.7,0.0,clay,20.0,0.3,drip,1.45
2022-05-06,rice,mid_season,32.5,23.9,57.6,2.8,22.1,0.0,clay,20.0,0.3,drip,0.96
2022-05-07,rice,mid_season,35.5,26.2,39.2,6.4,24.7,0.0,clay,20.0,0.3,drip,1.76
2022-05-08,rice,mid_season,36.3,28.3,35.0,2.8,17.4,3.2,clay,20.0,0.3,drip,0.0
2022-05-09,rice,mid_season,34.4,20.4,46.1,1.7,18.2,0.0,clay,20.0,0.3,drip,0.88
2022-05-10,rice,mid_season,31.5,16.3,35.7,6.3,25.3,0.0,clay,20.0,0.3,drip,1.59
2022-05-11,rice,mid_season,32.9,23.3,53.3,5.5,29.6,0.0,clay,20.0,0.3,drip,1.49
2022-05-12,rice,mid_season,37.0,21.3,28.9,3.3,24.7,0.0,clay,20.0,0.3,drip,1.45
2022-05-13,rice,mid_season,31.2,19.3,42.3,1.4,23.6,0.0,clay,20.0,0.3,drip,0.96
2022-05-14,rice,mid_season,31.7,20.3,31.6,3.1,26.7,0.0,clay,20.0,0.3,drip,1.47
2022-05-15,rice,mid_season,36.8,27.9,46.6,2.7,23.3,0.0,clay,20.0,0.3,drip,1.3
2022-05-16,rice,mid_season,34.2,22.3,32.3,1.5,19.9,0.0,clay,20.0,0.3,drip,0.89
2022-05-17,rice,mid_season,36.1,24.2,46.0,8.2,25.0,4.0,clay,20.0,0.3,drip,0.0
2022-05-18,rice,mid_season,31.9,22.5,60.4,4.8,16.1,15.7,clay,22.6,0.3,drip,0.0
2022-05-19,rice,mid_season,36.6,27.7,36.9,2.5,24.3,0.0,clay,21.5,0.3,drip,1.32
2022-05-20,rice,mid_season,38.1,26.7,30.2,1.7,27.2,0.0,clay,20.4,0.3,drip,1.19
2022-05-21,rice,mid_season,35.1,25.5,33.2,1.1,21.6,3.0,clay,20.6,0.3,drip,0.0
2022-05-22,rice,mid_season,37.1,22.7,36.9,0.5,25.8,0.0,clay,20.0,0.3,drip,0.88
2022-05-23,rice,mid_season,31.0,23.0,58.0,2.8,24.6,0.0,clay,20.0,0.3,drip,1.12
2022-05-24,rice,mid_season,32.6,21.6,40.8,1.5,19.4,0.0,clay,20.0,0.3,drip,1.02
2022-05-25,rice,mid_season,36.9,28.1,43.7,5.6,28.2,0.0,clay,20.0,0.3,drip,1.78
2022-05-26,rice,mid_season,35.2,23.4,24.8,3.6,24.3,0.0,clay,20.0,0.3,drip,1.63
2022-05-27,rice,mid_season,36.9,24.9,37.5,4.7,29.1,0.0,clay,20.0,0.3,drip,1.41
2022-05-28,rice,mid_season,38.2,25.5,38.2,7.6,22.2,0.0,clay,20.0,0.3,drip,1.85
2022-05-29,rice,mid_season,34.0,22.2,62.2,4.8,18.2,18.3,clay,25.0,0.3,drip,0.0
2022-05-30,rice,mid_season,38.5,30.3,41.8,12.0,16.2,5.5,clay,25.4,0.3,drip,1.78
2022-05-31,rice,mid_season,34.5,23.2,26.2,5.3,24.4,0.0,clay,24.9,0.3,drip,5.09
2022-06-01,rice,mid_season,35.6,20.3,37.7,1.2,18.8,0.0,clay,22.8,0.3,drip,0.92
2022-06-02,rice,mid_season,39.8,24.5,43.2,4.7,26.2,0.0,clay,20.6,0.3,drip,1.91
2022-06-03,rice,mid_season,39.6,31.1,43.7,5.6,29.2,0.0,clay,20.0,0.3,drip,2.08
2022-06-04,rice,mid_season,41.1,31.4,29.9,8.0,26.3,0.0,clay,20.0,0.3,drip,2.69
2022-06-05,rice,mid_season,29.5,20.6,28.2,0.7,24.5,0.0,clay,20.0,0.3,drip,1.01
2022-06-06,rice,mid_season,39.8,28.0,40.2,3.6,28.1,0.0,clay,20.0,0.3,drip,1.52
2022-06-07,rice,mid_season,36.5,22.6,25.3,6.9,24.8,0.0,clay,20.0,0.3,drip,2.12
2022-06-08,rice,mid_season,33.7,25.2,46.9,2.9,24.8,0.0,clay,20.0,0.3,drip,1.21
2022-06-09,rice,mid_season,36.0,25.8,34.7,1.7,30.2,0.0,clay,20.0,0.3,drip,1.19
2022-06-10,rice,mid_season,31.9,23.8,36.5,2.5,27.4,0.0,clay,20.0,0.3,drip,1.29
2022-06-11,rice,mid_season,34.4,26.2,26.3,2.9,20.4,0.0,clay,20.0,0.3,drip,1.29
2022-06-12,rice,mid_season,36.1,26.4,46.9,1.1,27.1,0.0,clay,20.0,0.3,drip,1.11
2022-06-13,rice,mid_season,37.5,27.1,38.8,2.3,22.2,0.0,clay,20.0,0.3,drip,1.17
2022-06-14,rice,mid_season,38.1,27.0,26.4,5.7,27.4,0.0,clay,20.0,0.3,drip,1.84
2022-06-15,rice,mid_season,42.1,31.8,42.9,4.1,28.7,0.3,clay,20.0,0.3,drip,1.23
2022-06-16,rice,mid_season,39.1,23.2,23.1,1.9,27.7,0.0,clay,20.0,0.3,drip,1.42
2022-06-17,rice,mid_season,41.5,25.5,55.0,0.9,22.5,0.0,clay,20.0,0.3,drip,0.89
2022-06-18,rice,mid_season,40.8,26.1,44.5,2.3,23.1,0.0,clay,20.0,0.3,drip,1.18
2022-06-19,rice,mid_season,38.7,23.3,24.6,3.1,21.1,0.2,clay,20.0,0.3,drip,1.31
2022-06-20,rice,mid_season,35.6,24.4,32.3,3.4,26.5,0.0,clay,20.0,0.3,drip,1.27
2022-06-21,rice,mid_season,40.3,31.0,41.2,1.6,28.5,0.0,clay,20.0,0.3,drip,1.49
2022-06-22,rice,mid_season,41.4,32.0,37.2,3.0,32.0,2.7,clay,20.0,0.3,drip,0.0
2022-06-23,rice,mid_season,37.1,25.7,33.0,1.8,28.5,0.0,clay,20.0,0.3,drip,1.37
2022-06-24,rice,late_season,38.3,27.4,32.4,1.6,25.1,0.0,clay,20.0,0.3,drip,0.87
2022-06-25,rice,late_season,34.5,23.3,40.1,3.8,25.7,0.0,clay,20.0,0.3,drip,0.94
2022-06-26,rice,late_season,40.6,29.8,29.5,3.9,28.9,0.0,clay,20.0,0.3,drip,1.41
2022-06-27,rice,late_season,35.6,24.2,36.9,8.0,29.3,0.0,clay,20.0,0.3,drip,1.56
2022-06-28,rice,late_season,37.1,23.9,25.4,6.4,30.1,0.0,clay,20.0,0.3,drip,1.71
2022-06-29,rice,late_season,44.2,29.5,26.2,2.9,32.0,0.0,clay,20.0,0.3,drip,1.66
2022-06-30,rice,late_season,42.7,32.0,45.3,0.4,30.3,0.0,clay,20.0,0.3,drip,0.92
2022-07-01,rice,late_season,36.4,27.5,32.0,8.3,26.3,0.0,clay,20.0,0.3,drip,1.79
2022-07-02,rice,late_season,44.9,32.0,45.4,4.0,25.1,0.0,clay,20.0,0.3,drip,1.23
2022-07-03,rice,late_season,38.4,29.4,46.8,3.4,23.2,0.0,clay,20.0,0.3,drip,1.13
2022-07-04,rice,late_season,41.9,28.8,16.7,0.6,27.5,0.0,clay,20.0,0.3,drip,1.03
2022-07-05,rice,late_season,37.9,23.2,31.7,3.7,27.5,0.0,clay,20.0,0.3,drip,1.31
2022-07-06,rice,late_season,42.6,32.0,29.5,4.3,30.9,0.0,clay,20.0,0.3,drip,1.51
2022-07-07,rice,late_season,40.9,26.2,27.5,3.0,32.0,0.0,clay,20.0,0.3,drip,1.44
2022-07-08,rice,late_season,42.0,28.0,51.6,1.9,29.0,0.0,clay,20.0,0.3,drip,1.02
2023-10-26,tomato,initial,24.2,9.0,50.4,2.9,19.3,0.0,loam,27.3,24.5,drip,3.47
2023-10-27,tomato,initial,23.7,12.9,58.0,0.3,17.8,0.4,loam,25.7,24.5,drip,2.1
2023-10-28,tomato,initial,18.1,5.0,74.3,0.7,15.8,0.0,loam,23.4,24.5,drip,1.86
2023-10-29,tomato,initial,28.9,15.4,80.8,3.5,16.3,0.0,loam,21.9,24.5,drip,2.21
2023-10-30,tomato,initial,22.2,6.6,91.4,10.1,9.0,10.0,loam,24.3,24.5,drip,0.0
2023-10-31,tomato,initial,25.3,15.8,73.4,3.8,17.6,3.8,loam,24.5,24.5,drip,0.0
2023-11-01,tomato,initial,20.6,5.1,63.9,1.2,12.2,0.0,loam,22.9,24.5,drip,1.53
2023-11-02,tomato,initial,22.2,12.1,58.3,2.7,18.2,0.0,loam,21.2,24.5,drip,3.46
2023-11-03,tomato,initial,21.9,8.5,59.1,3.2,13.8,0.0,loam,18.7,24.5,drip,1.89
2023-11-04,tomato,initial,26.7,14.3,86.0,5.8,7.4,7.0,loam,20.0,24.5,drip,0.0
2023-11-05,tomato,initial,22.8,11.6,74.5,3.9,11.1,0.0,loam,19.0,24.5,drip,1.67
2023-11-06,tomato,initial,23.3,15.3,76.7,7.5,8.6,0.0,loam,17.2,24.5,drip,1.16
2023-11-07,tomato,initial,15.3,5.0,71.5,2.4,17.2,0.0,loam,15.8,24.5,drip,0.8
2023-11-08,tomato,initial,21.1,12.3,57.0,4.4,11.8,0.0,loam,14.6,24.5,drip,0.83
2023-11-09,tomato,initial,21.3,13.2,69.0,2.9,7.6,5.9,loam,14.8,24.5,drip,0.0
2023-11-10,tomato,initial,25.3,11.6,62.4,3.6,10.7,0.0,loam,13.8,24.5,drip,0.54
2023-11-11,tomato,initial,24.1,12.6,58.2,1.3,11.1,0.0,loam,12.2,24.5,drip,0.19
2023-11-12,tomato,initial,22.2,12.4,77.2,4.6,12.7,0.0,loam,10.0,24.5,drip,0.2
2023-11-13,tomato,initial,21.4,6.8,76.0,3.7,15.4,0.0,loam,10.0,24.5,drip,0.25
2023-11-14,tomato,initial,17.8,6.3,92.9,6.6,4.6,15.7,loam,14.1,24.5,drip,0.0
2023-11-15,tomato,initial,22.6,10.6,60.2,2.4,14.9,0.0,loam,12.2,24.5,drip,0.27
2023-11-16,tomato,development,21.1,8.3,82.0,2.7,8.1,0.0,loam,10.7,24.5,drip,0.14
2023-11-17,tomato,development,20.6,12.0,70.0,1.1,7.3,0.0,loam,10.0,24.5,drip,0.15
2023-11-18,tomato,development,18.0,8.6,84.2,4.6,13.8,0.0,loam,10.0,24.5,drip,0.21
2023-11-19,tomato,development,22.1,7.1,53.4,1.3,6.7,0.0,loam,10.0,24.5,drip,0.16
2023-11-20,tomato,development,22.8,9.1,95.0,3.7,5.6,7.9,loam,11.7,24.5,drip,0.0
2023-11-21,tomato,development,21.6,11.7,73.7,1.3,17.6,0.0,loam,11.0,24.5,drip,0.31
2023-11-22,tomato,development,24.4,11.9,74.7,3.3,9.7,0.0,loam,10.0,24.5,drip,0.24
2023-11-23,tomato,development,16.0,7.4,81.5,7.3,12.9,0.0,loam,10.0,24.5,drip,0.21
2023-11-24,tomato,development,24.2,15.2,65.6,4.2,4.3,9.1,loam,12.1,24.5,drip,0.0
2023-11-25,tomato,development,18.9,3.7,65.8,5.9,12.8,0.0,loam,11.6,24.5,drip,0.31
2023-11-26,tomato,development,15.4,4.4,62.8,3.0,10.1,0.0,loam,10.0,24.5,drip,0.23
2023-11-27,tomato,development,20.6,7.1,53.9,2.4,9.9,0.0,loam,10.0,24.5,drip,0.27
2023-11-28,tomato,development,18.5,6.0,87.3,3.2,2.9,11.2,loam,10.9,24.5,drip,0.0
2023-11-29,tomato,development,19.5,7.9,64.5,0.6,4.0,0.0,loam,10.0,24.5,drip,0.07
2023-11-30,tomato,development,17.2,6.6,64.4,3.6,12.8,0.0,loam,10.0,24.5,drip,0.24
2023-12-01,tomato,development,18.0,4.5,63.9,1.4,11.6,0.0,loam,10.0,24.5,drip,0.21
2023-12-02,tomato,development,10.0,-2.0,81.4,1.3,10.8,0.0,loam,10.0,24.5,drip,0.13
2023-12-03,tomato,development,18.1,5.2,63.2,2.9,11.1,0.3,loam,10.0,24.5,drip,0.0
2023-12-04,tomato,development,18.6,2.9,67.0,1.5,7.7,0.0,loam,10.0,24.5,drip,0.14
2023-12-05,tomato,development,16.0,4.0,63.4,1.4,5.6,0.0,loam,10.0,24.5,drip,0.13
2023-12-06,tomato,development,15.5,-0.2,67.2,1.9,9.8,0.0,loam,10.0,24.5,drip,0.16
2023-12-07,tomato,development,15.8,1.5,62.5,0.9,4.2,0.0,loam,10.0,24.5,drip,0.07
